facility_type,lon,lat,name
substation,-66.2040818,18.3251796,Subestación Buena Vista
substation,-66.0866611,18.4328535,
substation,-66.0561074,18.396628,Subestación Venezuela
substation,-66.0596389,18.3940194,
substation,-66.0732258,18.4459183,
substation,-66.0469837,18.4235399,
substation,-66.0254867,18.4393446,
substation,-66.0070063,18.43142,Subeatacióon Los Ángeles
substation,-66.1699777,18.3927582,
substation,-66.0558698,18.4434083,
substation,-66.0232787,18.3984521,
substation,-66.0365525,18.4150447,
substation,-66.0434089,18.4105651,
substation,-66.0590979,18.3708138,
substation,-66.0171585,18.3280766,
water_works,-66.1197177,18.3758506,
water_works,-66.1904854,18.4371668,AAA
