fpr,tpr,threshold,auc,variant
0.03527645734300726,0.24457124742431446,0.7262935019429753,0.7191682793637468,no_nlcd
0.035776832624468353,0.24457124742431446,0.726293131397087,0.7191682793637468,no_nlcd
0.035776832624468353,0.24504675859882707,0.7262928253213737,0.7191682793637468,no_nlcd
0.0360270202651989,0.24504675859882707,0.7262927896844928,0.7191682793637468,no_nlcd
0.0360270202651989,0.2452052623236646,0.7262927376969013,0.7191682793637468,no_nlcd
0.03627720790592945,0.2452052623236646,0.7262925599179028,0.7191682793637468,no_nlcd
0.03627720790592945,0.24552226977333969,0.7262922897852698,0.7191682793637468,no_nlcd
0.03652739554665999,0.24552226977333969,0.7262918799558266,0.7191682793637468,no_nlcd
0.03652739554665999,0.24679029957203993,0.726290390838928,0.7191682793637468,no_nlcd
0.03677758318739054,0.24679029957203993,0.7262902540673971,0.7191682793637468,no_nlcd
0.03677758318739054,0.2469488032968775,0.7262899499521586,0.7191682793637468,no_nlcd
0.037027770828121094,0.2469488032968775,0.7262895989656848,0.7191682793637468,no_nlcd
0.037027770828121094,0.24710730702171502,0.7262894553585064,0.7191682793637468,no_nlcd
0.03752814610958219,0.24710730702171502,0.7262888874868124,0.7191682793637468,no_nlcd
0.03752814610958219,0.2475828181962276,0.7262882116871098,0.7191682793637468,no_nlcd
0.038028521391043284,0.2475828181962276,0.7262871085536987,0.7191682793637468,no_nlcd
0.038028521391043284,0.24774132192106516,0.7262869717894459,0.7191682793637468,no_nlcd
0.03852889667250438,0.24774132192106516,0.7262868153381504,0.7191682793637468,no_nlcd
0.03852889667250438,0.24789982564590268,0.7262867706065892,0.7191682793637468,no_nlcd
0.03877908431323493,0.24789982564590268,0.7262866534274613,0.7191682793637468,no_nlcd
0.03877908431323493,0.2480583293707402,0.7262865974252233,0.7191682793637468,no_nlcd
0.039279459594696024,0.2480583293707402,0.7262863397459586,0.7191682793637468,no_nlcd
0.039279459594696024,0.24821683309557774,0.7262862098129915,0.7191682793637468,no_nlcd
0.03952964723542657,0.24821683309557774,0.7262857895022089,0.7191682793637468,no_nlcd
0.03952964723542657,0.2483753368204153,0.7262856936777164,0.7191682793637468,no_nlcd
0.03977983487615712,0.2483753368204153,0.7262855881002518,0.7191682793637468,no_nlcd
0.03977983487615712,0.24869234427009035,0.7262851896368957,0.7191682793637468,no_nlcd
0.040280210157618214,0.24869234427009035,0.7262840592614477,0.7191682793637468,no_nlcd
0.040280210157618214,0.24885084799492788,0.7262837280861123,0.7191682793637468,no_nlcd
0.040530397798348765,0.24885084799492788,0.7262835736080856,0.7191682793637468,no_nlcd
0.040530397798348765,0.24916785544460296,0.7262833919286479,0.7191682793637468,no_nlcd
0.04078058543907931,0.24916785544460296,0.726283388698966,0.7191682793637468,no_nlcd
0.04078058543907931,0.2493263591694405,0.7262833063094972,0.7191682793637468,no_nlcd
0.041280960720540404,0.2493263591694405,0.7262828272012358,0.7191682793637468,no_nlcd
0.041280960720540404,0.24948486289427801,0.7262825278944263,0.7191682793637468,no_nlcd
0.0417813360020015,0.24948486289427801,0.7262823782025262,0.7191682793637468,no_nlcd
0.0417813360020015,0.24996037406879063,0.7262809514714974,0.7191682793637468,no_nlcd
0.04203152364273205,0.24996037406879063,0.7262804368533611,0.7191682793637468,no_nlcd
0.04203152364273205,0.25043588524330324,0.7262795339034305,0.7191682793637468,no_nlcd
0.0422817112834626,0.25043588524330324,0.7262795142399323,0.7191682793637468,no_nlcd
0.0422817112834626,0.2517039150420035,0.7262783116195136,0.7191682793637468,no_nlcd
0.042531898924193144,0.2517039150420035,0.7262780381191569,0.7191682793637468,no_nlcd
0.042531898924193144,0.25202092249167857,0.7262778931502626,0.7191682793637468,no_nlcd
0.04303227420565424,0.25202092249167857,0.7262773187026609,0.7191682793637468,no_nlcd
0.04303227420565424,0.25217942621651607,0.72627725569213,0.7191682793637468,no_nlcd
0.04328246184638479,0.25217942621651607,0.7262771516057488,0.7191682793637468,no_nlcd
0.04328246184638479,0.2524964336661912,0.7262771056252707,0.7191682793637468,no_nlcd
0.043782837127845885,0.2524964336661912,0.7262769711314523,0.7191682793637468,no_nlcd
0.043782837127845885,0.25297194484070373,0.726276131871815,0.7191682793637468,no_nlcd
0.04428321240930698,0.25297194484070373,0.7262756424288526,0.7191682793637468,no_nlcd
